Provincia,Municipalidad,Participacion electoral municipal (2024),Pobreza Multidimensional (2021),Bienestar de Ninez y Adolescencia (2020),Desiguadad de Genero (2020),Grado de Madurez Urbanismo 2023,Grado de Madurez Alcantarillado Pluvial 2023,Grado de Madurez Alcantarillado Pluvial 2023,Salud,Habilidades y competencias,Dinamismo de mercados,Seguridad,Capital social,Transformación digital,Trámites ágiles,Transparencia municipal,Administración presupuestaria,Infraestructura de transporte,Conectividad vial,Sector laboral,Aprovechamiento de residuos recolectados, Cobertura del servicio  de recolección de residuos ordinario, Cobertura del servicio de recolección de residuos selectivo,Inversión en el servicio de recolección de residuos,Tratamiento de residuos valorizables,Inversión per cápita en protección del medio ambiente,Hogares con acceso a agua potable,Hogares con acceso a agua por tubería,Hogares con acceso a eliminación de basura,Inversión en servicios sociales y complementarios,"Inversión en servicios educativos, culturales y deportivos",Cobertura del servicio de aseo de vías y sitios públicos,Inversión en el servicio de aseo de vías y sitios públicos,Brecha de género en empleo
HEREDIA,HEREDIA,0.2324,0.5228,0.7626,0.1749,0.5,No brinda el servicio,,0.716489282,0.647270086,0.636265054,0.691695784,0.679440882,0.698484848,0.825361853,0.782446371,0.770173297,0.291175286,0.687134526,0.781941197,0.021494157,1,1,0.060312621,1,0.047472799,0.875457099,0.973581006,0.980550109,0.7843,0.7118,0.817747268,0.141769341,0.918842364
HEREDIA,BARVA,0.366,0.2332,0.9449,0.1486,0.5,No brinda el servicio,,0.719907618,0.597860107,0.426025651,0.80677665,0.615735896,0.301515152,0.803575103,0.348358243,0.745924201,0.282226226,0.730177845,0.793887069,0.023461697,1,0.966991643,0.076361544,1,0.010704509,0.960207987,0.97595147,0.986278616,0.7336,0.3738,1,0.350200064,0.840176461
HEREDIA,SANTO_DOMINGO,0.3076,0.2265,0.9067,0.1257,0.3,No brinda el servicio,,0.714793049,0.627461336,0.50600977,0.806098281,0.673407682,0.046969697,0.589714532,0.235223175,0.640142469,0.299042156,0.624769415,0.78224778,0.046204041,1,1,0.158077825,1,0.405763412,0.891954847,0.970166637,0.977065042,1,0.7103,1,0.998590693,0.797027744
HEREDIA,SANTA_BARBARA,0.3075,0.3725,0.8692,0.4385,0.3,No brinda el servicio,,0.649741854,0.51201216,0.37872397,0.803350842,0.700778148,0.151515152,0.519118892,0.225157804,0.682558184,0.308513026,0.729563906,0.733288629,0.011076358,1,1,0.082923095,1,0.026523318,0.687004319,0.98138987,0.980369062,0.5709,0.4701,1,0.352148344,0.644037633
HEREDIA,SAN_RAFAEL,0.3091,0.2796,0.8703,0.1303,0.5,No brinda el servicio,,0.747411663,0.5341345,0.454981945,0.83945156,0.664565164,0.468181818,0.792837296,0.414265373,0.737657049,0.416034345,0.715825261,0.771081685,0.162404793,1,0.85,0.040763059,1,0.059877361,0.944247715,0.97117681,0.976117928,0.804,0.9776,0.292840968,0,0.89726046
HEREDIA,SAN_ISIDRO,0.3775,0.2531,1,0.1120,0.7,Inicial,0.1,0.772018074,0.567655185,0.413770388,0.862354056,0.632772888,0.48030303,0.831344853,0.46270375,0.725919897,0.54305484,0.719851575,0.745145087,0.18504397,1,0.973006135,0.008158805,1,0.243174483,0.976344086,0.978648233,0.98202765,0.6572,0.7456,1,0.097409866,0.705282754
HEREDIA,BELEN,0.4153,0.6488,0.8825,0.1303,0.7,Inicial,0.1,0.799719349,0.619833135,0.62936271,0.789846353,0.660223797,0.734848485,0.722253944,0.601488295,0.840269431,0.478841092,0.507335583,0.779872993,0.045765488,1,1,1,0,0.391819426,0.868222078,0.973428386,0.983365738,0.709,0.9641,1,0.111378425,0.767793347
HEREDIA,FLORES,0.3519,0.5188,0.8021,0.0834,0.5,Básico,0.3,0.723401801,0.616260512,0.469769243,0.831603822,0.619972254,0.386363636,0.702335893,0.41720808,0.771366187,0.682853455,0.554406556,0.775598784,0.028879598,1,1,0.840150672,0,0.073394627,0.958781913,0.974776992,0.979083359,0.2824,0.4502,1,0.494979274,0.844844093
HEREDIA,SAN_PABLO,0.3108,0.2531,0.9514,0.1783,0.7,Básico,0.3,0.832647725,0.593082456,0.495156633,0.848284594,0.647061446,0.374242424,0.805029063,0.362391553,0.832039892,0.543640204,0.60770638,0.81545712,0.032954155,1,1,0.048785523,0,0.100231718,0.961258805,0.97284708,0.976709839,0.6325,0.7097,1,0.130793001,0.905687401
HEREDIA,SARAPIQUI,0.34,0.6448,0.5438,0.2411,0.1,No brinda el servicio,,0.566019652,0.409560026,0.365150751,0.799803059,0.561461172,0.048484848,0.524622995,0.425405068,0.640524802,0.121036935,0.673044199,0.627564809,0.0185,1,0,0.102124883,1,0.045036668,0.684281442,0.864602846,0.730881725,0.4912,0.5568,1,0.079437681,0.38889563
